Name,Address,Culture,Religion,Language,Services,Postcode,State,Phone,Email,Website,Longitude,Latitude,ID
Alzheimers Qld - HCP Logan River Valley,50 KHANDALLA Street UPPER MOUNT GRAVATT 4122 QLD Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mobility, People with terminal illness, Vision, Wellness and reablement",4122,QLD,6.10733E+11,cdcadmin@alzqld.org.au,http://www.alzheimersonline.org,153.0851569,-27.5607806,432
Vacenti Home Care,Unit 1 2000 LOGAN Road UPPER MOUNT GRAVATT 4122 QLD Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4122,QLD,6.10734E+11,liza.logan@vacenti.com.au,http://www.vacenti.com.au,153.0809475,-27.5585267,433
Sunny Care home service,2 CHATEAU Street CALAMVALE 4116 QLD Australia,"Chinese, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ","Afrikaans, Cantonese, Croatian, Mandarin, Vietnamese",NA,4116,QLD,6.10733E+11,info@sunnycare.com.au,http://www.sunnycare.com.au,153.0586596,-27.6119486,434
Auspire Care - QLD,Office 2 41 STATION Road LOGAN CENTRAL 4114 QLD Australia,"Afghan, Afrikaner, Albanian, Amhara, Arab, Australian, Australian Aboriginal, Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Indonesian, Iraqi, Irish, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Buddhism, Catholic, Hinduism, Islam, Judaism, Oriental Orthodox, Other Christian","Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4114,QLD,6.113E+11,info@auspirecare.com.au,http://www.auspirecare.com.au,153.1037977,-27.6375314,435
Aged and Disability MultiLink,38 Blackwood Road LOGAN CENTRAL 4114 QLD Australia,"Anglo-Burmese, Arab, Australian, Belarusan, Bolivian, Bosnian, Brazilian, British, Bulgarian, Burmese, Canadian, Catalan, Central American, Central Asian, Chilean, Chin, Chinese, Chinese Asian, Colombian, Cook Islander, Costa Rican, Croatian, Cuban, Czech, Danish, Dutch, Eastern European, Ecuadorian, English, Estonian, Fijian, Fijian Indian, Filipino, French, German, Hungarian, Indian, Iranian, Iraqi, Irish, Jewish, Karen, Kazakh, Khmer (Cambodian), Latvian, Lithuanian, Macedonian, Maori, Melanesian and Papuan, Mexican, Micronesian, New Caledonian, New Zealander, Nicaraguan, North American, Northern European, Pakistani, Papua New Guinean, Paraguayan, Peruvian, Polish, Polynesian, Portuguese, Romanian, Russian, Salvadoran, Samoan, Scottish, Serbian, Sikh, Singaporean, Slovak, Slovene, Solomon Islander, South African, South American, South Eastern European, Southern European, Southern and East African, Spanish, Sri Lankan Tamil, Swedish, Syrian, Taiwanese, Tanzanian, Timorese, Tongan, Turkish, Ukrainian, Uruguayan, Venezuelan, Welsh, Western European, Zimbabwean",NA,"Arabic, Bosnian, Cantonese, Chin, Chinese, Chinese (All Dialects), Croatian, Czech, Eastern European Lang, English, Filipino/Tagalog, French, German, Hindi, Hungarian, Macedonian, Mandarin, Maori, Polish, Rohinya (Cook Islands), Romanian, Russian, Samoan, Slovak, Spanish, Ukrainian, Yugoslavian","Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4114,QLD,6.10738E+11,michaelz@multilink.org.au,http://www.multilink.org.au,153.1038489,-27.637078,436
Trinder Park,10 Laurel Street WOODRIDGE 4114 QLD Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4114,QLD,6.10734E+11,maria.mulheran@lutheranservices.org.au,http://www.lutheranservices.org.au/services-for-seniors/trinder-park,153.0944893,-27.6305467,437
Taiwan Care,58 PADSTOW Road EIGHT MILE PLAINS 4113 QLD Australia,"Chinese, Taiwanese","Buddhism, Churches of Christ, Other Christian, Uniting Church","Cantonese, Mandarin, Vietnamese",NA,4113,QLD,6.10412E+11,qtcf.taiwancare@gmail.com,NA,153.0795673,-27.5731559,438
Empower Care,Office 20 2404 LOGAN Road EIGHT MILE PLAINS 4113 QLD Australia,NA,NA,NA,"Continence Advisory, Dementia, Hearing, In-home respite care, People with terminal illness, Wellness and reablement",4113,QLD,61073719961,empowercare@carersqld.com.au,http://www.carersqueensland.com.au,153.0927273,-27.5723964,439
Home Care Assistance Brisbane South,2 BRUSHBOX Crescent SUNNYBANK HILLS 4109 QLD Australia,"Australian, Australian Aboriginal, Australian South Sea Islander, Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Albanian, Arabic, Cantonese, Chinese, Chinese (All Dialects), Croatian, Danish, Dari, Dinka, Dutch, English, Ewe, Farsi (Persian), Filipino/Tagalog, Finnish, French, German, Greek, Hazaragi, Hindi, Hungarian, Indonesian, Irish, Italian, Latin, Mandarin, Polish, Somali, Spanish, Ukrainian, Urdu, Vietnamese","Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4109,QLD,6.10732E+11,iabdullahi@homecareassistance.com,http://homecareassistancebrisbanesouth.com.au,153.0468381,-27.5996952,440
Live Life Care Robertson,18 Romulus Street ROBERTSON 4109 QLD Australia,NA,NA,NA,NA,4109,QLD,6.11301E+11,info@llcare.com.au,livelifecare.org.au,153.0511195,-27.5688797,441
1st Care Brisbane South,Unit 13 284 MUSGRAVE Road COOPERS PLAINS 4108 QLD Australia,"Australian, Chinese, Vietnamese",NA,"Cantonese, English, Mandarin, Vietnamese","Continence Advisory, Dementia, In-home respite care, Mobility",4108,QLD,6.10733E+11,firstcarecommunity@hotmail.com,http://1stcarecommunity.com,153.0367776,-27.562166,442
Cathay Community Association,71 ANNIE Street COOPERS PLAINS 4108 QLD Australia,"Australian, Chinese, Chinese Asian, English, Papua New Guinean, Taiwanese, Vietnamese",NA,"Cantonese, English, Mandarin","Continence Advisory, Dementia, In-home respite care, Mobility, Wellness and reablement",4108,QLD,6.10733E+11,homecare@cathay.org.au,www.cathay.org.au,153.0321887,-27.566072,443
Deaf Services Queensland QLD,915 IPSWICH Road MOOROOKA 4105 QLD Australia,NA,NA,NA,NA,4105,QLD,6.10739E+11,ageingwell@deafsq.org.au,NA,153.02086,-27.5268093,444
Right at Home RightCare,"Level 1, 101 ANNERLEY Road WOOLLOONGABBA 4102 QLD Australia","Afrikaner, Australian, British, Chinese, English, Indian, Lebanese, Polish, South African, Sri Lankan, Vietnamese, Zimbabwean","Agnosticism, Anglican, Baptist, Catholic, Islam, Other Christian, Other Protestant, Presbyterian and Reformed, Uniting Church","Cantonese, English, Greek, Mandarin, Polish, Spanish, Vietnamese","Continence Advisory, Dementia, In-home respite care, Mental Health, Mobility, People with terminal illness, Wellness and reablement",4102,QLD,6.113E+11,rightcare@rightathome.com.au,https://www.rightathome.com.au,153.02698,-27.491164,445
GOC Care,36 BROWNING Street SOUTH BRISBANE 4101 QLD Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Albanian Orthodox, Anglican, Antiochian Orthodox, Baptist, Buddhism, Catholic, Christian, Churches of Christ, Coptic Orthodox Church, Eastern Orthodox, Greek Orthodox, Islam, Lutheran, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Uniting Church","Arabic, Croatian, English, Greek, Italian, Spanish","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4101,QLD,6.10738E+11,goccare@goccare.com.au,NA,153.0149648,-27.4799194,446
Infinity QCare Home Care Provider - BRISBANE,161 INALA Avenue INALA 4077 QLD Australia,"Bosnian, Chinese, Croatian, Egyptian, Filipino, Greek, Indian, Lebanese, Macedonian, Polish, Sri Lankan, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Salvation Army, Seventh-day Adventist, Uniting Church","Amharic, Anyuak/Anuak, Arabic, Assyrian, Azari, Bengali/Bangla, Bosnian, Chinese, Dinka, English, Farsi (Persian), Fiji Hindi, Fijian, Filipino/Tagalog, Gujarati, Harari, Hindi, Hindustani/Hindi-Urdu, Indonesian, Liberian Pidgin, Myanmar (Burmese), Nuer, Oromo, Other African Languages, Pashtu/Pashto, Punjabi, Vietnamese","Dementia, Mobility, People with terminal illness, Vision, Wellness and reablement",4077,QLD,6.113E+11,hakim@infinityqcare.com.au,http://www.infinityqcare.com.au,152.9736995,-27.5967409,447
Aveo Durack Home Care,356 Blunder Road Durack 4077 QLD Australia,NA,NA,NA,NA,4077,QLD,6.10734E+11,jann.shayler@aveo.com.au,http://www.aveo.com.au,152.9867776,-27.5809993,448
Inala Elders Atsi Corp (CACP),91 Poinsettia Street INALA HEIGHTS 4077 QLD Australia,NA,NA,NA,NA,4077,QLD,6.10734E+11,lynelle@cacpsinal.com,NA,152.966658,-27.5978137,449
Churches of Christ Queensland,41 Brookfield Road Street Kenmore 4069 QLD Australia,NA,"Christian, Churches of Christ (Conf.)",NA,NA,4069,QLD,6.10734E+11,rebecca.rodrigues@cofcqld.com.au,http://www.cofc.com.au/care,152.9358672,-27.5052405,450
WELLWAYS SOUTH QUEENSLAND,Office 7 165 MOGGILL Road TARINGA 4068 QLD Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese",NA,"Arabic, Cantonese, Croatian, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4068,QLD,6.10737E+11,communityq@healthcall.com.au,https://www.wellways.org,152.9797625,-27.4922562,451
Jubilee Community Care,87 CENTRAL Avenue INDOOROOPILLY 4068 QLD Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Afrikaans, Cantonese, Chinese, English, German, Greek, Japanese, Mandarin","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mobility, People with terminal illness, Vision, Wellness and reablement",4068,QLD,6.10739E+11,admin@jccagedcare.org.au,http://www.jccagedcare.org.au,152.978829,-27.5000287,452
Communify Qld Aged Care Packages,180 JUBILEE Terrace BARDON 4065 QLD Australia,"Acehnese, Acholi, Afghan, African American, Afrikaner, Akan, Albanian, Algerian, American, Amhara, Anglo-Burmese, Anglo-Indian, Angolan, Arab, Argentinian, Armenian, Assyrian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Azeri, Bahraini, Balinese, Bangladeshi, Barbadian, Bari, Basque, Batswana, Belarusan, Belgian, Bengali, Berber, Bermudan, Bhutanese, Bolivian, Brazilian, British, Bruneian, Bulgarian, Burgher, Burmese, Burundian, Cameroonian, Canadian, Caribbean Islander, Catalan, Central American, Central Asian, Central and West African, Chaldean, Channel Islander, Chilean, Chin, Chinese Asian, Colombian, Congolese, Cook Islander, Coptic, Costa Rican, Cuban, Cypriot, Czech, Danish, Darfu/Darfurian, Dinka, Eastern European, Ecuadorian, Emirati, English, Eritrean, Estonian, Ethiopian, Fijian, Fijian Indian, Finnish, Flemish, French, French Canadian, Frisian, Fulani, Georgian, Ghanaian, Gibraltarian, Gio, Guatemalan, Gujarati, Guyanese, Hawaiian, Hazara, Hispanic (North American), Hmong, Hutu, I-Kiribati, Icelandic, Igbo, Indian Tamil, Indonesian, Iranian, Iraqi, Irish, Ivorean, Jamaican, Japanese, Javanese, Jewish, Jordanian, Kadazan, Karen, Kashmiri, Kazakh, Kenyan, Khmer (Cambodian), Korean, Krahn, Kunama, Kurdish, Kuwaiti, Kyrgyz, Lao, Latvian, Liberian, Libyan, Lithuanian, Luxembourg, Madi (Ma'di), Madurese, Mainland South-East Asian, Malawian, Malay, Malayali, Maldivian, Mandaean, Mandinka, Manx, Maori, Maritime South-East Asian, Masai, Mauritian, Mayan, Melanesian and Papuan, Mexican, Micronesian, Moldovan, Mon, Mongolian, Montenegrin, Moroccan, Mozambican, Namibian, Native North American Indian, Nauruan, Nepalese, New Caledonian, New Zealander, Ni-Vanuatu, Nicaraguan, Nigerian, Niuean, North American, Northern European, Norwegian, Nubian, Nuer, Ogaden, Omani, Oromo, Otr Nth African & Mid. Eastern, Pakistani, Palestinian, Papua New Guinean, Paraguayan, Parsi, Pathan, Peoples of the Sudan, Peruvian, Polynesian, Portuguese, Puerto Rican, Punjabi, Qatari, Rohingya, Roma/Gypsy, Romanian, Rwandan, Salvadoran, Samoan, Saudi Arabian, Scottish, Senegales, Seychellois, Shona, Sierra Leonean, Sikh, Sindhi, Singaporean, Sinhalese, Slovak, Slovene, Solomon Islander, Somali, Sorb/Wend, South African, South American, South Eastern European, South Sudanese, Southern Asian, Southern European, Southern and East African, Spanish, Sri Lankan Tamil, Sudanese, Sundanese, Swahili, Swazilander, Swedish, Swiss, Syrian, Tahitian, Taiwanese, Tajik, Tanzanian, Tatar, Telugu, Temoq, Thai, Themne, Tibetan, Tigrayan, Tigre, Timorese, Togolese, Tokelauan, Tongan, Torres Strait Islander, Trinidadian (Tobagonian), Tunisian, Turkish, Turkmen, Tuvaluan, Ugandan, Uighur, Uruguayan, Uzbek, Venezuelan, Vlach, Welsh, Western European, Yemeni, Yoruba, Zambian, Zimbabwean, Zulu","Aboriginal Evang. Missions, Agnosticism, Albanian Orthodox, Ancestor Veneration, Ancient Church of the East, Anglican Catholic Church, Anglican Church of Australia, Animism, Antiochian Orthodox, Apostolic Church (Australia), Apostolic Church of Queensland, Armenian Apostolic, Assemblies of God, Assyrian Apostolic, Assyrian Church of the East, Atheism, Aust. Aboriginal Trad. Religs., Baha'i, Bethesda Churches, Born Again Christian, Brethren, Caodaism, Chaldean Catholic, Chinese Religions, Christadelphians, Christian, Christian & Missionary Allnce., Christian City Church, Christian Life Churches Int_„Žl, Christian Outreach Centres, Christian Revival Crusade, Christian Science, Church of Christ (Non-denom.), Church of Jesus Christ of LDS, Church of Scientology, Church of the Nazarene, Churches of Christ (Conf.), Community of Christ, Confucianism, Congregational, Coptic Orthodox Church, Druidism, Druse, Eckankar, Ethiopian Orthodox Church, Ethnic Evangelical Churches, Faith Churches, Foursquare Gospel Church, Free Reformed, Full Gospel Church, Gnostic Christians, Greek Orthodox, Humanism, Independent Evang. Churches, International Church of Christ, Jainism, Japanese Religions, Liberal Catholic Church, Macedonian Orthodox, Maronite Catholic, Melkite Catholic, Nature Religions, New Apostolic Church, New Churches (Swedenborgian), No religion, Paganism, Pantheism, Presbyterian, Rastafarianism, Ratana (Maori), Rationalism, Reformed, Religious Science, Religious Society of Friends, Revival Centres, Rhema Family Church, Romanian Orthodox, Russian Orthodox, Satanism, Serbian Orthodox, Shinto, Sikhism, Spiritualism, Sukyo Mahikari, Syrian Orthodox Church, Taoism, Temple Society, Tenrikyo, Theosophy, Ukrainian Catholic, Ukrainian Orthodox, Unitarian, United Pentecostal, Wesleyan Methodist Church, Western Catholic, Wiccan/Witchcraft, Worldwide Church of God, Zoroastrianism",English,"Assistive Technology, Continence Advisory, Dementia, Hearing, Mental Health, Mobility, Vision, Wellness and reablement",4065,QLD,6.10731E+11,wayneb@communify.org.au,http://www.communify.org.au,152.986453,-27.4567271,453
RSL Care Brisbane North - Bolton Clarke,32 Park Road MILTON 4064 QLD Australia,"Acehnese, Acholi, Afghan, African American, Afrikaner, Akan, Albanian, Algerian, American, Amhara, Anglo-Burmese, Anglo-Indian, Angolan, Arab, Argentinian, Armenian, Assyrian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Azeri, Bahraini, Balinese, Bangladeshi, Barbadian, Bari, Basque, Batswana, Belarusan, Belgian, Bengali, Berber, Bermudan, Bhutanese, Bolivian, Bosnian, Brazilian, British, Bruneian, Bulgarian, Burgher, Burmese, Burundian, Cameroonian, Canadian, Caribbean Islander, Catalan, Central American, Central Asian, Central and West African, Chaldean, Channel Islander, Chilean, Chin, Chinese, Chinese Asian, Colombian, Congolese, Cook Islander, Coptic, Costa Rican, Croatian, Cuban, Cypriot, Czech, Danish, Darfu/Darfurian, Dinka, Dutch, Eastern European, Ecuadorian, Egyptian, Emirati, English, Eritrean, Estonian, Ethiopian, Fijian, Fijian Indian, Filipino, Finnish, Flemish, French, French Canadian, Frisian, Fulani, Georgian, German, Ghanaian, Gibraltarian, Gio, Greek, Guatemalan, Gujarati, Guyanese, Hawaiian, Hazara, Hispanic (North American), Hmong, Hungarian, Hutu, I-Kiribati, Icelandic, Igbo, Indian, Indian Tamil, Indonesian, Iranian, Iraqi, Irish, Italian, Ivorean, Jamaican, Japanese, Javanese, Jewish, Jordanian, Kadazan, Karen, Kashmiri, Kazakh, Kenyan, Khmer (Cambodian), Korean, Krahn, Kunama, Kurdish, Kuwaiti, Kyrgyz, Lao, Latvian, Lebanese, Liberian, Libyan, Lithuanian, Luxembourg, Macedonian, Madi (Ma'di), Madurese, Mainland South-East Asian, Malawian, Malay, Malayali, Maldivian, Maltese, Mandaean, Mandinka, Manx, Maori, Maritime South-East Asian, Masai, Mauritian, Mayan, Melanesian and Papuan, Mexican, Micronesian, Moldovan, Mon, Mongolian, Montenegrin, Moroccan, Mozambican, Namibian, Native North American Indian, Nauruan, Nepalese, New Caledonian, New Zealander, Ni-Vanuatu, Nicaraguan, Nigerian, Niuean, North American, Northern European, Norwegian, Nubian, Nuer, Ogaden, Omani, Oromo, Otr Nth African & Mid. Eastern, Pakistani, Palestinian, Papua New Guinean, Paraguayan, Parsi, Pathan, Peoples of the Sudan, Peruvian, Polish, Polynesian, Portuguese, Puerto Rican, Punjabi, Qatari, Rohingya, Roma/Gypsy, Romanian, Russian, Rwandan, Salvadoran, Samoan, Saudi Arabian, Scottish, Senegales, Serbian, Seychellois, Shona, Sierra Leonean, Sikh, Sindhi, Singaporean, Sinhalese, Slovak, Slovene, Solomon Islander, Somali, Sorb/Wend, South African, South American, South Eastern European, South Sudanese, Southern Asian, Southern European, Southern and East African, Spanish, Sri Lankan, Sri Lankan Tamil, Sudanese, Sundanese, Swahili, Swazilander, Swedish, Swiss, Syrian, Tahitian, Taiwanese, Tajik, Tanzanian, Tatar, Telugu, Temoq, Thai, Themne, Tibetan, Tigrayan, Tigre, Timorese, Togolese, Tokelauan, Tongan, Torres Strait Islander, Trinidadian (Tobagonian), Tunisian, Turkish, Turkmen, Tuvaluan, Ugandan, Uighur, Ukrainian, Uruguayan, Uzbek, Venezuelan, Vietnamese, Vlach, Welsh, Western European, Yemeni, Yoruba, Zambian, Zimbabwean, Zulu","Aboriginal Evang. Missions, Agnosticism, Albanian Orthodox, Ancestor Veneration, Ancient Church of the East, Anglican, Anglican Catholic Church, Anglican Church of Australia, Animism, Antiochian Orthodox, Apostolic Church (Australia), Apostolic Church of Queensland, Armenian Apostolic, Assemblies of God, Assyrian Apostolic, Assyrian Church of the East, Atheism, Aust. Aboriginal Trad. Religs., Baha'i, Baptist, Bethesda Churches, Born Again Christian, Brethren, Buddhism, Caodaism, Catholic, Chaldean Catholic, Chinese Religions, Christadelphians, Christian, Christian & Missionary Allnce., Christian City Church, Christian Life Churches Int_„Žl, Christian Outreach Centres, Christian Revival Crusade, Christian Science, Church of Christ (Non-denom.), Church of Jesus Christ of LDS, Church of Scientology, Church of the Nazarene, Churches of Christ, Churches of Christ (Conf.), Community of Christ, Confucianism, Congregational, Coptic Orthodox Church, Druidism, Druse, Eastern Orthodox, Eckankar, Ethiopian Orthodox Church, Ethnic Evangelical Churches, Gnostic Christians, Greek Orthodox, Hinduism, Humanism, Independent Evang. Churches, International Church of Christ, Islam, Jainism, Japanese Religions, Jehovah's Witnesses, Judaism, Latter-day Saints, Liberal Catholic Church, Lutheran, Macedonian Orthodox, Maronite Catholic, Melkite Catholic, Nature Religions, New Apostolic Church, New Churches (Swedenborgian), No religion, Oriental Orthodox, Other Christian, Other Protestant, Paganism, Pantheism, Pentecostal, Presbyterian, Presbyterian and Reformed, Rastafarianism, Ratana (Maori), Rationalism, Reformed, Religious Science, Religious Society of Friends, Revival Centres, Rhema Family Church, Romanian Orthodox, Russian Orthodox, Salvation Army, Satanism, Serbian Orthodox, Seventh-day Adventist, Shinto, Sikhism, Spiritualism, Sukyo Mahikari, Syrian Orthodox Church, Taoism, Temple Society, Tenrikyo, Theosophy, Ukrainian Catholic, Unitarian, United Pentecostal, Uniting Church, Wesleyan Methodist Church, Western Catholic, Wiccan/Witchcraft, Worldwide Church of God, Zoroastrianism","Acholi, Afrikaans, Albanian, Alyawarr (Alyawarra), Amharic, Anyuak/Anuak, Arabic, Arakanese/Rakhinz, Armenian, Arrernte (Aranda), Asante/Ashanti, Assamese, Assyrian, Assyrian (Including Aramaic), Australian Indigenous Lang, Azari, Azerbaijani, Baluchi/Balochi, Bambara, Bari/Beri, Basque, Bassa, Bemba, Bengali/Bangla, Bisaya, Bislama, Bosnian, Breton, Bulgarian, Burarra, Byelorussian, Cantonese, Catalan, Cebuano, Chaldean, Chi-Nyanja/Nyanja, Chichewa/Chewa, Chin, Chin Haka (Dialect of Chin), Chinese, Chinese (All Dialects), Chizigula/Zigula, Coptic, Croatian, Czech, Dan/Gio, Danish, Dari, Dinka, Divehi, Dutch, Dzongkha, Eastern Asian Languages, Eastern European Lang, English, Esperanto, Estonian, Ewe, Falam Chin (Dialect of Chin), Fanti/Fante, Farsi (Persian), Fiji Hindi, Fijian, Filipino/Tagalog, Finnish, Flemish, Foochow (Chinese), French, Fukien (Chinese), Fulani, Fullah, Fulliru, Fuqing, Fur, Fuzhou (Chinese), Gaelic (Ireland), Gaelic (Scotland), Galician, Gan, Georgian, German, Gilbertese, Gio/Dan, Greek, Gro, Gujarati, Hainanese (Chinese), Haitian, Hakka (Chinese), Hakka (Timorese), Harari, Hassani (Dialect of Arabic), Hassaniya (Dialect of Arabic), Hasseniyya (Dialect of Arabic), Hausa, Hawaiian, Hazaragi, Hebrew, Hindi, Hindustani/Hindi-Urdu, Hmong, Hokkien (Chinese), Hungarian, Icelandic, Igbo/Ibo, Ikalanga/Kalanga, Indonesian, Irish, Italian, Japanese, Javanese, Juba/Arabic Pidgin, Kachin, Kakwa, Kalentin, Kannadai/Kannarese, Karen, Karenni/Kayah, Kashmiri, Kazakh, Khmer, Khumi (Dialect of Chin), Ki-Kongo, Ki-Kuyu, Ki-Luba/Luba, Kikuyu, Kingoni, Kinjanda, Kinyarwanda, Kirghiz, Kirundi, Kissi, Kiswahili, Kono, Korean, Kpelle, Krio, Kriol, Kuanua/Tolai, Kuku, Kunama, Kurdish (Badini), Kurdish (Faili), Kurdish (Gorani), Kurdish (Irani/Kurdistani), Kurdish (Kurmanji), Kurdish (Sorani), Kuurinji (Gurindji), Kwa, Lao, Latin, Latvian, Liberian Pidgin, Limba, Lingala, Lisu, Lithuanian, Loko, Loma, Lori, Luganda, Luo, Luwa, Macedonian, Madi, Malagasy, Malayalam, Malaysian/Malay/Cocos Malay, Malinka, Maltese, Mandarin, Mandingo, Mano, Maori, Mara (Dialect of Chin), Marathi, Maru, Mashi, Matu (Dialect of Chin), Mauritian Creole, Mende, Mina, Mizo Chin (Dialect of Chin), Moldavian, Mon, Mongolian, Moru, Motu, Mundari, Myanmar (Burmese), Nauruan, Ndebele/Jindebele, Nepali, Netherlandic, Non Verbal, Northern European Lang, Norwegian, Not Stated/Inadequately Desc, Nubia, Nuer, Nyagwara, Oriya/Odia, Oromo, Other, Other African Languages, Other Asian Languages, Other European Languages, Other Languages, Other Oceanic Languages, Ov-Ambo, Papiamento, Pashtu/Pashto, Pedi/Northern Soto, Pidgin/Neo-Melanesian, Pintupi, Pitjantjatjara, Pojulu, Polish, Portuguese, Pukapuka, Pulaar, Punjabi, Pwo Karen (Dialect of Karen), Quechua, Rajasthani, Rohingya (Myanmar), Rohinya (Cook Islands), Romanian, Romansch, Romany, Russian, Saho, Samoan, Sanskrit, Sardinian, Serbian, Setswana, Sgaw Karen (Dialect of Karen), Shan, Shanghainese, Shilenge, Shiluk, Shona/Chishona, Sichuan, Sidamic, Sindhi, Sinhalese, Siym (Dialect of Chin), Slovak, Slovene, Somali, Sotho, Southeast Asian Languages, Southern Asian Languages, Southern European Lang, Spanish, Sudanese Arabic, Sukuma, Susu, Sw Asian/N African Lang, Swahili/Ki-Swahili, Swazi, Swedish, Syriac, Tajik, Tamil, Tartar, Tedim Chin (Dialect of Chin), Telugu, Temne, Teo Chiew (Chinese), Tetum (Timorese), Thai, Tibetan, Tigre, Tigrinya, Tiv, Tiwi, Tokelauan, Tongan, Tshiluba, Tsonga, Turkish, Turkmen, Twi, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese, Walmajarri (Walmadjari), Warlpiri, Watchi, Welsh, Wendish, Wik-Mungkan, Wolof, Xhosa, Yalunka, Yiddish, Yoruba, Yugoslavian, Zande, Zomi (Dialect of Chin), Zonot (Dialect of Chin), Zulu","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4064,QLD,6.10733E+11,brisbanemetro-northhc@rslcare.com.au,https://www.rslcare.com.au/our-services/homecare/our-homecare-services/,153.0049622,-27.4709902,454
